company_name,filing_date,Risk Factors,cleaned_text
TELEVIDEO SYSTEMS INC,1999-02-16,,
GOLD STANDARD INC,1999-02-16,,
NATIONAL STEEL CORP,1999-02-16,,
AMERICAN NATIONAL BANKSHARES INC,1998-03-27,,
PRIMEDEX HEALTH SYSTEMS INC,1999-02-16,,
FORSTMANN & CO INC,1999-02-16,,
HJELMS JIM PRIVATE COLLECTION LTD /DE/,1999-02-16,,
MARKET DATA CORP,1999-01-29,,
JPS TEXTILE GROUP INC /DE/,1999-02-16,,
PJ AMERICA INC,1999-02-17,,
ISS GROUP INC,1999-02-17,,
BOWLES FLUIDICS CORP,1999-01-29,,
TBC CORP,1999-02-17,,
VERTEX COMPUTER CABLE & PRODUCTS INC,1999-02-17,,
R F MANAGEMENT CORP,1999-02-17,,
JONES INTERCABLE INC,1999-02-17,,
GREATER BAY BANCORP,1999-02-17,,
ADOBE SYSTEMS INC,1999-02-17,,
CALPINE CORP,1999-02-18,,
NETSCAPE COMMUNICATIONS CORP,1999-02-18,,
CNL HOSPITALITY PROPERTIES INC,1999-02-19,,
WESTMORELAND COAL CO,1999-02-19,,
BIOPHARMACEUTICS INC,1999-02-19,,
PPG INDUSTRIES INC,1999-02-19,,
CLINTRIALS RESEARCH INC,1999-02-19,,
SIRROM CAPITAL CORP,1999-02-19,,
NETSCAPE COMMUNICATIONS CORP,1999-01-29,,
BLOUNT INTERNATIONAL INC,1999-02-22,,
CYTOGEN CORP,1999-02-22,,
MICROTOUCH SYSTEMS INC,1999-02-22,,
BECKMAN COULTER INC,1999-02-22,,
INTERMEDIA COMMUNICATIONS INC,1999-02-22,,
OPTIKA INC,1999-02-23,,
CHARLES RIVER ASSOCIATES INC,1999-02-23,,
FISERV INC,1999-02-23,,
AVONDALE INDUSTRIES INC,1999-02-23,,
CAPITAL HOLDINGS INC,1999-02-23,,
SPARTA PHARMACEUTICALS INC,1999-02-23,,
CHILDRENS PLACE RETAIL STORES INC,1999-02-24,,
CORNING INC /NY,1999-02-24,,
DANA CORP,1999-02-24,,
HILLENBRAND INDUSTRIES INC,1999-02-24,,
MCCORMICK & CO INC,1999-02-24,,
ASSOCIATES FIRST CAPITAL CORP,1999-02-24,,
ABLE TELCOM HOLDING CORP,1999-02-24,,
FAIRFIELD MANUFACTURING CO INC,1999-02-24,,
GULF WEST BANKS INC,1999-02-24,,
MIDWAY AIRLINES CORP,1999-02-24,,
FIRST CITY LIQUIDATING TRUST,1999-02-25,,
CTS CORP,1999-02-25,,
CONTINENTAL AIRLINES INC /DE/,1999-02-25,,
INDIANAPOLIS POWER & LIGHT CO,1999-02-25,,
COMPAQ COMPUTER CORP,1999-02-24,,
JUNO LIGHTING INC,1999-02-25,,
IPALCO ENTERPRISES INC,1999-02-25,,
BELLSOUTH CORP,1999-02-25,,
CATERPILLAR FINANCIAL SERVICES CORP,1999-02-25,,
PENOBSCOT SHOE CO,1999-02-25,,
CONDEV LAND GROWTH FUND 86 LTD,1999-02-25,,
NVEST LP,1999-02-25,,
CARNIVAL CORP,1999-02-25,,
BOSTON PRIVATE FINANCIAL HOLDINGS INC,1999-02-25,,
CONDEV LAND FUND II LTD,1999-02-25,,
TREATS INTERNATIONAL ENTERPRISES INC,1999-02-25,,
CONDEV LAND FUND III LTD,1999-02-25,,
PROCYTE CORP /WA/,1999-02-25,,
AVON PRODUCTS INC,1999-02-25,,
AVONDALE FINANCIAL CORP,1999-02-24,,
GS FINANCIAL PRODUCTS US LP,1999-02-25,,
BELLSOUTH TELECOMMUNICATIONS INC,1999-02-25,,
SYMPHONIX DEVICES INC,1999-02-25,,
STRIDE RITE CORP,1999-02-25,,
YAHOO INC,1999-02-26,,
AETNA INC,1999-02-26,,
PACIFICARE HEALTH SYSTEMS INC /DE/,1999-02-26,,
GENERAL CIGAR HOLDINGS INC,1999-02-26,,
BASSETT FURNITURE INDUSTRIES INC,1999-02-26,,
VALERO ENERGY CORP/TX,1999-02-26,,
IMPAC COMMERCIAL HOLDINGS INC,1999-02-26,,
GRIFFIN LAND & NURSERIES INC,1999-02-26,,
ICG FUNDING LLC,1999-02-26,,
AMERICAN GENERAL LIFE INSURANCE CO SEPARATE ACCOUNT VL R,1999-02-26,,
COMCAST CORP,1999-02-26,,
POGO PRODUCING CO,1999-02-26,,
FAB INDUSTRIES INC,1999-02-26,,
HUNT CORP,1999-02-26,,
LILLY INDUSTRIES INC,1999-02-26,,
NEW YORK TIMES CO,1999-02-26,,
CCA INDUSTRIES INC,1999-02-26,,
ARTS WAY MANUFACTURING CO INC,1999-02-26,,
PAYLESS CASHWAYS INC,1999-02-26,,
PLYMOUTH RUBBER CO INC,1999-02-26,,
KAUFMAN & BROAD HOME CORP,1999-02-26,,
NORTON DRILLING SERVICES INC,1999-02-26,,
MERITAGE HOSPITALITY GROUP INC /MI/,1999-02-26,,
ROHM & HAAS CO,1999-02-26,,
DUSA PHARMACEUTICALS INC,1999-02-26,,
CHART INDUSTRIES INC,1999-02-26,,
LA JOLLA DIAGNOSTICS INC,1999-02-26,,
CASE CREDIT CORP,1999-03-01,,
DATA TRANSLATION INC /NEW/,1999-03-01,,
VIRGINIA ELECTRIC & POWER CO,1999-03-01,,
LNR PROPERTY CORP,1999-03-01,,
PRICE COMMUNICATIONS WIRELESS INC,1999-03-01,,
IMS HEALTH INC,1999-03-01,,
FRONTIER OIL CORP /NEW/,1999-03-01,,
CHATTEM INC,1999-03-01,,
ADAC LABORATORIES,1999-03-01,,
PACIFIC CENTURY FINANCIAL CORP,1999-03-01,,
LENNAR CORP,1999-03-01,,
MANITOWOC CO INC,1999-03-01,,
CONAM REALTY PENSION INVESTORS,1999-03-01,,
CONAM REALTY INVESTORS 3 L P,1999-03-01,,
MEDIA 100 INC,1999-03-01,,
CALTON INC,1999-03-01,,
Q MED INC,1999-03-01,,
CAREY INTERNATIONAL INC,1999-03-01,,
CONAM REALTY INVESTORS 5 L P,1999-03-01,,
AUDIOVOX CORP,1999-03-01,,
EFFECTIVE MANAGEMENT SYSTEMS INC,1999-03-01,,
SIRCO INTERNATIONAL CORP,1999-03-01,,
SIGNAL INVESTMENT & MANAGEMENT CO,1999-03-01,,
SPECTRUM CONTROL INC,1999-03-01,,
MERISTAR HOSPITALITY CORP,1999-03-02,,
WATERFORD GAMING LLC,1999-03-02,,
WATERFORD GAMING FINANCE CORP,1999-03-02,,
IRVINE APARTMENT COMMUNITIES L P,1999-03-02,,
BRASS EAGLE INC,1999-03-02,,
IAC CAPITAL TRUST,1999-03-02,,
EAGLE PICHER HOLDINGS INC,1999-03-02,,
NBG RADIO NETWORK INC,1999-03-02,,
DAISY PARTS INC,1999-03-02,,
EAGLE PICHER DEVELOPMENT CO INC,1999-03-02,,
EAGLE PICHER FAR EAST INC,1999-03-02,,
EAGLE PICHER FLUID SYSTEMS INC,1999-03-02,,
EAGLE PICHER MINERALS INC,1999-03-02,,
HILLSIDE TOOL & MANUFACTURING CO,1999-03-02,,
MICHIGAN AUTOMOTIVE RESEARCH CORP,1999-03-02,,
EAGLE PICHER TECHNOLOGIES LLC,1999-03-02,,
FIRST BOSTON MORTGAGE SEC CORP CON MOR PAS THR CER SR 1989-5,1999-03-02,,
FIRST BOSTON MORTGAGE SEC CORP CON MOR PAS THR CER SR 1989-2,1999-03-02,,
FIRST BOSTON MORTGAGE SEC CORP CON MOR PAS THR CER SR 1988-1,1999-03-02,,
SYMBOL TECHNOLOGIES INC,1999-03-02,,
GRISTEDES SLOANS INC /DE,1999-03-02,,
EAGLE PICHER INDUSTRIES INC,1999-03-02,,
FRANKLIN ELECTRIC CO INC,1999-03-02,,
COLONIAL GAS CO,1999-03-02,"The  following  table  indicates  the  present  executive  officers of the Company,  their ages,  the dates when their  service with the Company  began and their respective positions with the Company.                                                             Affiliated with     Name and Age              Position with Company        Company Since  Frederic L. Putnam,           Chairman and Senior    Jr. (74)                      Executive Officer               1953 Frederic L. Putnam,           President and Chief Executive     III (53)                     Officer                         1975 Charles W. Sawyer (53)        Executive Vice President and                                 Chief Operating Officer         1976 Nickolas Stavropoulos (41)    Executive Vice President                                 - Finance, Marketing, and                                    Chief Financial Officer         1979 John P. Harrington (56)       Senior Vice President - Gas                                  Supply and Assistant to the                                  President                       1966 Victor W. Baur (55)           President - Transgas Inc.         1972 Dennis W. Carroll (52)        Vice President and Treasurer      1990         Mr. Putnam,  Jr. has been Chairman of the Board of Directors  since 1981 and the Senior  Executive  Officer  since  February  1995 and before  that the Chief Executive Officer since 1977. He has also been a Director since 1973.        Mr.  Putnam,  III, the son of F. L. Putnam,  Jr., has been  President  and Chief  Executive  Officer since February  1995. He had been President  since May 1994,  Executive  Vice  President and General  Manager from April 1993 until May 1994 and before that Vice  President and General  Manager from August 1989 until April 1993. He has also been a Director since November 1991.        Mr.  Sawyer  has been  Executive  Vice  President  and  Chief  Operating Officer since  February  1995. He had been Vice  President - Operations  since August 1989.        Mr. Stavropoulos has been Executive Vice President - Finance,  Marketing and Chief Financial  Officer since February 1995. He had been Vice President - Finance and Chief  Financial  Officer  since August  1989.  He has also been a Director since February 1993.        Mr.  Harrington  has  been  Senior  Vice  President  -  Gas  Supply  and Assistant to the President  since  February 1995. He had been Vice President - Gas Supply since August 1989. He has also been a Director since February 1993.        Mr. Baur has been  President of Transgas  Inc.  since July 1990.  He has been a Director of the Company since August 1993.        Mr. Carroll has been Vice President and Treasurer since August 1990.        These  officers hold office until the next annual  meeting of the Board of Directors or until their  successors are duly elected and qualified,  subject to earlier removal.",the following table indicates the present executive officers of the company their ages the dates when their service with the company began and their respective positions with the company affiliated with name and age position with company company since frederic l putnam chairman and senior jr executive officer frederic l putnam president and chief executive iii officer charles w sawyer executive vice president and chief operating officer nickolas stavropoulos executive vice president finance marketing and chief financial officer john p harrington senior vice president gas supply and assistant to the president victor w baur president transgas inc dennis w carroll vice president and treasurer mr putnam jr has been chairman of the board of directors since and the senior executive officer since february and before that the chief executive officer since he has also been a director since mr putnam iii the son of f l putnam jr has been president and chief executive officer since february he had been president since may executive vice president and general manager from april until may and before that vice president and general manager from august until april he has also been a director since november mr sawyer has been executive vice president and chief operating officer since february he had been vice president operations since august mr stavropoulos has been executive vice president finance marketing and chief financial officer since february he had been vice president finance and chief financial officer since august he has also been a director since february mr harrington has been senior vice president gas supply and assistant to the president since february he had been vice president gas supply since august he has also been a director since february mr baur has been president of transgas inc since july he has been a director of the company since august mr carroll has been vice president and treasurer since august these officers hold office until the next annual meeting of the board of directors or until their successors are duly elected and qualified subject to earlier removal
PENNSYLVANIA ENTERPRISES INC,1999-03-01,,
PG ENERGY INC,1999-03-02,,
XL CAPITAL LTD,1999-03-02,,
FINOVA GROUP INC,1999-03-02,,
IRVINE APARTMENT COMMUNITIES INC,1999-03-02,,
TOKHEIM CORP,1999-03-01,,
RENTAL SERVICE CORP,1999-03-03,,
IMS HEALTH INC,1999-03-01,,
ASSET BACKED FLOATING RATE CERTIFICATES SERIES 1998-OPT2,1999-03-03,,
SALOMON BROS MORT SEC VII INC AST BK FL RTE CER SE 1998 -NC4,1999-03-03,,
SALOMON BROS MORT SEC VII INC AST BK FL RTE CER SE 1998-NC6,1999-03-03,,
SALOM BRS MRT SEC VII CALL FLT RT MT PS TH CER SER 1998 NC5,1999-03-03,,
FIRST BOSTON MORTGAGE SEC CORP CON MOR PAS THR CER SR 1988-3,1999-03-03,,
PP&L INC,1999-03-03,,
FLORIDA POWER & LIGHT CO,1999-03-02,,
AMERICAN BUSINESS PRODUCTS INC,1999-03-03,,
HUNT J B TRANSPORT SERVICES INC,1999-03-03,,
UNISYS CORP,1999-03-03,,
FPL GROUP INC,1999-03-02,,
ASSOCIATES CORPORATION OF NORTH AMERICA,1999-03-03,,
GUNDLE SLT ENVIRONMENTAL INC,1999-03-03,,
PROVIDENT BANKSHARES CORP,1999-03-03,,
SNYDER OIL CORP,1999-03-02,,
ICU MEDICAL INC/DE,1999-03-03,,
REVLON INC /DE/,1999-03-03,,
DIPLOMAT DIRECT MARKETING CORP,1999-03-03,,
LIBERTY PROPERTY TRUST,1999-03-03,,
LIBERTY PROPERTY LIMITED PARTNERSHIP,1999-03-03,,
PHARMACEUTICAL PRODUCT DEVELOPMENT INC,1999-03-04,,
TELESPECTRUM WORLDWIDE INC,1999-03-04,,
TSI INTERNATIONAL SOFTWARE LTD,1999-03-04,,
PRIME BANCSHARES INC /TX/,1999-03-04,,
DOUBLECLICK INC,1999-03-04,,
CUNNINGHAM GRAPHICS INTERNATIONAL INC,1999-03-04,,
PROFESSIONAL DETAILING INC,1999-03-04,,
EAGLE PICHER HOLDINGS INC,1999-03-01,,
DAISY PARTS INC,1999-03-01,,
EAGLE PICHER DEVELOPMENT CO INC,1999-03-01,,
EAGLE PICHER FAR EAST INC,1999-03-01,,
EAGLE PICHER FLUID SYSTEMS INC,1999-03-01,,
EAGLE PICHER MINERALS INC,1999-03-01,,
HILLSIDE TOOL & MANUFACTURING CO,1999-03-01,,
MICHIGAN AUTOMOTIVE RESEARCH CORP,1999-03-01,,
EAGLE PICHER TECHNOLOGIES LLC,1999-03-01,,
LANDAIR CORP,1999-03-04,,
FIRST BOSTON MORTGAGE SEC CORP CON MOR PAS THR CER SR 1988-4,1999-03-04,,
FIRST BOSTON MORTGAGE SEC CORP CON MOR PAS THR CER SR 1993-5,1999-03-04,,
FIRST BOSTON MORTGAGE SEC CORP CON MOR PAS THR CER SR 1993-1,1999-03-04,,
FIRST BOSTON MORTGAGE SEC CORP CON MOR PAS THR CER SR 1992-5,1999-03-04,,
FIRST BOSTON MORTGAGE SEC CORP CON MOR PAS THR CER SR 1992-3,1999-03-04,,
HAWKS INDUSTRIES INC,1999-03-04,,
EAGLE PICHER INDUSTRIES INC,1999-03-01,,
GOODRICH B F CO,1999-03-04,,
MDU RESOURCES GROUP INC,1999-03-04,,
VALLEY NATIONAL BANCORP,1999-03-04,,
TURNER CORP,1999-03-04,,
ARVIN INDUSTRIES INC,1999-03-04,,
AMERICAN CABLE TV INVESTORS 4 LTD,1999-03-04,,
XL CAPITAL LTD,1999-03-01,,
FIRST BOSTON MORTGAGE SEC CORP CON MOR PAS THR CER SE 1992-1,1999-03-04,,
FX ENERGY INC,1999-03-04,,
VASTAR RESOURCES INC,1999-03-04,,
CONTINENTAL CHOICE CARE INC,1999-03-04,,
SCHWEITZER MAUDUIT INTERNATIONAL INC,1999-03-05,,
AMAZON COM INC,1999-03-05,,
COVANCE INC,1999-03-05,,
ELECTRIC LIGHTWAVE INC,1999-03-05,,
CNL HEALTH CARE PROPERTIES INC,1999-03-05,,
EMPIRE FUNDING HOME LOAN OWNER TRUST 1998-1,1999-03-05,,
PAINEWEBBER MORT AC CORP IV EMPIRE FNDG HOME LON OWN TR 1998,1999-03-05,,
BOEING CO,1999-03-05,,
EASTERN ENTERPRISES,1999-03-05,,
BANKBOSTON CORP,1999-03-05,,
FINOVA CAPITAL CORP,1999-03-05,,
UNITED CAPITAL CORP /DE/,1999-03-05,,
FIRST MIDWEST BANCORP INC,1999-03-05,,
LSI LOGIC CORP,1999-03-05,,
CLUSTER HOUSING PROPERTIES,1999-03-05,,
COMMERCIAL PROPERTIES 4 L P,1999-03-05,,
HEALTH CARE REIT INC /DE/,1999-03-05,,
NOBLE DRILLING CORP,1999-03-05,,
CAPITAL INCOME PROPERTIES C LIMITED PARTNERSHIP,1999-03-04,,
DEVELOPMENT PARTNERS,1999-03-05,,
DEVELOPMENT PARTNERS II,1999-03-05,,
PAINEWEBBER MORTGAGE ACCEPTANCE CORPORATION IV,1999-03-05,,
FRANKLIN SELECT REALTY TRUST,1999-03-04,,
SYPRIS SOLUTIONS INC,1999-03-05,,
EQUUS II INC,1999-03-05,,
GLIATECH INC,1999-03-05,,
NATIONAL DENTEX CORP /MA/,1999-03-05,,
STORAGE TECHNOLOGY CORP,1999-03-05,,
INVESTORS FINANCIAL SERVICES CORP,1999-03-05,,
SPRINT CORP,1999-03-05,,
TASA PRODUCTS LTD,1999-03-05,,
DETONICS SMALL ARMS LTD,1999-03-05,,
SANTA FE ENERGY RESOURCES INC,1999-03-05,,
POINT WEST CAPITAL CORP,1999-03-08,,
UNION LIGHT HEAT & POWER CO,1999-03-08,,
USX CORP,1999-03-08,,
ABERCROMBIE & FITCH CO /DE/,1998-04-29,,
METRO INFORMATION SERVICES INC,1999-03-08,,
SOUTHWEST BANCORP OF TEXAS INC,1999-03-08,,
CINCINNATI GAS & ELECTRIC CO,1999-03-08,,
DATA DIMENSIONS INC,1999-03-08,,
THERMAL ENERGY STORAGE INC,1999-03-08,,
1ST SOURCE CORP,1999-03-08,,
HELLER FINANCIAL INC,1999-03-08,,
HUTTON GSH COMMERCIAL PROPERTIES 2,1999-03-08,,
NATIONWIDE HEALTH PROPERTIES INC,1999-03-08,,
PRICE T ROWE ASSOCIATES INC /MD/,1999-03-08,,
PSI ENERGY INC,1999-03-08,,
PUBLIC SERVICE CO OF NEW MEXICO,1999-03-08,,
DAVOX CORP,1999-03-08,,
MANUFACTURED HOME COMMUNITIES INC,1999-03-08,,
RIVIERA HOLDINGS CORP,1999-03-08,,
CINERGY CORP,1999-03-08,,
C & F FINANCIAL CORP,1999-03-08,,
TELCOM SEMICONDUCTOR INC,1999-03-08,,
MOTIVEPOWER INDUSTRIES INC,1999-03-08,,
COLONIAL BANCGROUP INC,1999-03-08,,
ATLAS AIR INC,1999-03-08,,
ARADIGM CORP,1999-03-09,,
AMERICAN DENTAL PARTNERS INC,1999-03-09,,
SEMPRA ENERGY,1999-03-09,,
WILLAMETTE INDUSTRIES INC,1999-03-09,,
SALOMON BROS MRT SEC VII INC MRT PSS THR CERT SER 1998 NC7,1999-03-09,,
FIRST BOSTON MORTGAGE SEC CORP CON MOR PAS THR CER SR 1988-2,1999-03-09,,
ABBOTT LABORATORIES,1999-03-09,,
CUMMINS ENGINE CO INC,1999-03-09,,
DEXTER CORP,1999-03-09,,
EMPIRE DISTRICT ELECTRIC CO,1999-03-09,,
K N ENERGY INC,1999-03-09,,
MEAD CORP,1999-03-09,,
NIAGARA MOHAWK POWER CORP /NY/,1999-03-09,,
LIFE TECHNOLOGIES INC,1999-03-09,,
MDC HOLDINGS INC,1999-03-09,,
E PRIME AEROSPACE CORP,1999-03-09,,
KEYSTONE MORTGAGE FUND II,1999-03-09,,
RAMAPO FINANCIAL CORP,1999-03-09,,
REPUBLIC NEW YORK CORP,1999-03-09,,
BANCFIRST OHIO CORP,1999-03-09,,
CROWN AMERICAN REALTY TRUST,1999-03-09,,
PEGASUS COMMUNICATIONS CORP,1999-03-10,,
VIVA GOLF MANUFACTURING INC,1999-03-09,,
WASHINGTON REAL ESTATE INVESTMENT TRUST,1999-03-10,,
WEIS MARKETS INC,1999-03-10,,
ASSOCIATES HOME EQUITY LOAN TRUST 1998-1,1999-03-10,,
COUNTRYWIDE HOME EQUITY LOAN TRUST 1998-A,1999-03-10,,
NEW CENTURY ASSET BACKED FLOATING RATE CERT SER 1998-NC1,1999-03-10,,
ASSET BACKED FLOATING RATE CERTIFICATES SERIES 1998-NC2,1999-03-10,,
COUNTRYWIDE HOME EQUITY LOAN TRUST 1998-B,1999-03-10,,
COUNTRYWIDE HOME EQUITY LOAN TRUST 1998-C,1999-03-10,,
BANC ONE HELOC TRUST 1998-1,1999-03-10,,
BEAR STEARNS ASSET BK SEC INC CHAMPION HOME EQ LN TR 1998-1,1999-03-10,,
STRUCTURED ASSET SECURITIES CORP SER 1998-ALS2,1999-03-10,,
BOSTON GAS CO,1999-03-10,,
DYNCORP,1999-03-10,,
EASTMAN KODAK CO,1999-03-10,,
ETHYL CORP,1999-03-10,,
GENERAL MOTORS CORP,1999-03-10,,
GENUINE PARTS CO,1999-03-10,,
GOLDFIELD CORP,1999-03-10,,
MARSHALL & ILSLEY CORP/WI/,1999-03-10,,
DEL TACO RESTAURANT PROPERTIES I,1999-03-10,,
DEL TACO RESTAURANT PROPERTIES II,1999-03-10,,
OWENS & MINOR INC/VA/,1999-03-10,,
DEL TACO RESTAURANT PROPERTIES III,1999-03-10,,
DEL TACO INCOME PROPERTIES IV,1999-03-10,,
PLM INTERNATIONAL INC,1999-03-10,,
SCRIPPS E W CO /DE,1999-03-10,,
RYLAND GROUP INC,1999-03-10,,
CITRIX SYSTEMS INC,1999-03-10,,
BROADWAY & SEYMOUR INC,1999-03-10,,
FUND AMERICA INVESTORS CORP II,1999-03-10,,
SHERWIN WILLIAMS CO,1999-03-10,,
PAXSON COMMUNICATIONS CORP,1999-03-10,,
INTEGRATED PACKAGING ASSEMBLY CORP,1999-03-10,,
U S TRUST CORP /NY,1999-03-10,,
REMEDY CORP,1999-03-10,,
HEMISPHERX BIOPHARMA INC,1999-03-10,,
ADMINISTAFF INC \DE\,1999-03-11,,
UNITED ILLUMINATING CO,1999-03-11,,
BOISE CASCADE CORP,1999-03-11,,
WESBANCO INC,1999-03-11,,
CITIZENS UTILITIES CO,1999-03-11,,
HANNAFORD BROTHERS CO,1999-03-11,,
LINCOLN NATIONAL CORP,1999-03-11,,
MORGAN J P & CO INC,1999-03-11,,
PACIFIC GATEWAY PROPERTIES INC,1999-03-11,,
IRE PENSION INVESTORS LTD-II,1999-03-11,,
I NET INC,1999-03-11,,
TEPPCO PARTNERS LP,1999-03-11,,
HUMAN GENOME SCIENCES INC,1999-03-11,,
ROBERDS INC,1999-03-11,,
ALBEMARLE CORP,1999-03-11,,
CORPORATE ASSET BACKED CORP,1999-03-11,,
PENDA CORP,1999-03-11,,
COM21 INC,1999-03-11,,
